City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
467,Quixere,BR,2019-11-10 05:54:07,-5.07,-37.99,72.37,79,39,6.29,scattered clouds,0.0,0.0
468,Yumen,CN,2019-11-10 05:54:08,40.29,97.04,52.41,12,0,16.93,clear sky,0.0,0.0
469,Bassila,BJ,2019-11-10 05:54:08,9.0,1.66,72.45,70,12,1.92,few clouds,0.0,0.0
470,Brawley,US,2019-11-10 05:54:08,32.98,-115.53,73.99,18,1,9.17,clear sky,0.0,0.0
471,Narnaul,IN,2019-11-10 05:54:09,28.04,76.11,80.29,29,3,3.78,clear sky,0.0,0.0
472,Sechura,PE,2019-11-10 05:54:09,-5.56,-80.82,63.7,89,4,7.29,clear sky,0.0,0.0
473,Port-Cartier,CA,2019-11-10 05:54:10,50.03,-66.88,19.0,92,90,5.82,light snow,0.0,0.0
474,Ugoofaaru,MV,2019-11-10 05:54:11,5.67,73.0,82.29,71,4,6.35,clear sky,0.0,0.0
475,Omboue,GA,2019-11-10 05:54:12,-1.57,9.26,76.35,95,100,2.73,overcast clouds,0.0,0.0
476,Porto Velho,BR,2019-11-10 05:54:01,-8.75,-63.87,75.2,94,75,6.93,thunderstorm,0.0,0.0
477,Bereda,ES,2019-11-10 05:51:09,43.27,-7.54,55.0,76,40,12.75,scattered clouds,0.0,0.0
478,Zhezkazgan,KZ,2019-11-10 05:54:14,47.8,67.71,30.2,80,75,22.37,broken clouds,0.0,0.0
479,Lufilufi,WS,2019-11-10 05:54:14,-13.87,-171.6,80.6,94,75,4.7,light rain,0.0,0.0
480,Salinopolis,BR,2019-11-10 05:54:15,-0.61,-47.36,81.61,81,81,15.01,broken clouds,0.0,0.0
481,Northam,AU,2019-11-10 05:54:15,-31.65,116.67,78.8,50,0,12.75,clear sky,0.0,0.0
482,Huarmey,PE,2019-11-10 05:54:16,-10.07,-78.15,61.7,85,89,1.7,overcast clouds,0.0,0.0
483,Kinshasa,CD,2019-11-10 05:54:17,-4.32,15.31,77.0,94,20,3.36,few clouds,0.0,0.0
484,La Maddalena,IT,2019-11-10 05:54:17,39.15,9.02,53.6,93,20,3.36,few clouds,0.0,0.0
485,Chamalieres,FR,2019-11-10 05:54:18,45.78,3.06,42.8,75,75,5.82,broken clouds,0.0,0.0
486,Korsakov,RU,2019-11-10 05:54:19,46.63,142.78,35.6,47,20,8.95,few clouds,0.0,0.0
487,Gillette,US,2019-11-10 05:54:19,44.29,-105.5,41.0,80,1,5.82,clear sky,0.0,0.0
488,Kamina,CD,2019-11-10 05:54:19,-8.74,25.0,75.0,74,97,1.48,overcast clouds,0.0,0.0
489,Lieksa,FI,2019-11-10 05:54:20,63.32,30.02,34.75,99,100,5.44,light rain,1.19,0.0
490,Zapolyarnyy,RU,2019-11-10 05:54:20,69.43,30.82,-7.61,83,2,4.7,clear sky,0.0,0.0
491,Ixtapa,MX,2019-11-10 05:54:21,20.71,-105.21,81.0,94,75,2.24,broken clouds,0.0,0.0
492,Karacakoy,TR,2019-11-10 05:54:21,41.4,28.38,61.0,77,15,6.93,few clouds,0.0,0.0
493,Moranbah,AU,2019-11-10 05:54:22,-22.0,148.04,89.58,8,35,7.49,scattered clouds,0.0,0.0
494,Kuryk,KZ,2019-11-10 05:54:22,43.18,51.68,57.7,57,22,21.32,few clouds,0.0,0.0
495,Tuatapere,NZ,2019-11-10 05:54:23,-46.13,167.69,52.0,77,100,7.0,light rain,0.13,0.0
496,Male,UA,2019-11-10 05:54:23,50.74,33.7,48.43,91,74,12.57,broken clouds,0.0,0.0
497,West Bay,CA,2019-11-10 05:54:23,49.34,-123.21,51.01,93,90,4.7,overcast clouds,0.0,0.0
498,Kadoma,JP,2019-11-10 05:54:24,34.73,135.6,70.0,48,75,3.36,broken clouds,0.0,0.0
499,Kushima,JP,2019-11-10 05:54:25,31.5,131.29,68.0,49,40,4.7,scattered clouds,0.0,0.0
500,Liancheng,CN,2019-11-10 05:54:25,24.05,105.06,58.89,73,100,5.06,overcast clouds,0.0,0.0
501,Noyabrsk,RU,2019-11-10 05:54:26,63.2,75.45,-0.48,94,98,7.45,light snow,0.0,0.13
502,Gwadar,PK,2019-11-10 05:54:26,25.12,62.33,78.53,33,100,6.87,overcast clouds,0.0,0.0
503,Pangkalanbuun,ID,2019-11-10 05:54:26,-2.68,111.62,98.65,32,6,4.76,clear sky,0.0,0.0
504,Pechora,RU,2019-11-10 05:54:27,65.12,57.16,4.64,92,60,6.38,broken clouds,0.0,0.0
505,Maraba,BR,2019-11-10 05:54:27,-5.35,-49.1,75.2,100,72,2.1,broken clouds,0.0,0.0
506,Port Lincoln,AU,2019-11-10 05:54:28,-34.72,135.86,63.84,59,0,10.49,clear sky,0.0,0.0
507,High Level,CA,2019-11-10 05:54:28,58.52,-117.13,-13.01,75,1,3.2,mist,0.0,0.0
508,Margate,AU,2019-11-10 05:54:29,-43.03,147.26,62.01,48,75,10.29,broken clouds,0.0,0.0
509,Kayerkan,RU,2019-11-10 05:54:29,69.35,87.76,-18.41,75,40,2.24,scattered clouds,0.0,0.0
510,Calama,CL,2019-11-10 05:54:30,-22.46,-68.93,48.2,15,32,16.11,scattered clouds,0.0,0.0
511,Policka,CZ,2019-11-10 05:54:30,49.71,16.27,37.0,95,7,1.12,mist,0.0,0.0
512,Port Blair,IN,2019-11-10 05:54:31,11.67,92.75,82.17,71,22,3.38,few clouds,0.0,0.0
513,Haradok,BY,2019-11-10 05:54:31,55.46,29.99,50.0,100,90,8.95,light intensity drizzle,0.0,0.0
514,Plettenberg Bay,ZA,2019-11-10 05:54:32,-34.05,23.37,64.89,80,91,12.57,overcast clouds,0.0,0.0
515,Santa Vitoria Do Palmar,BR,2019-11-10 05:54:32,-33.52,-53.37,61.0,85,23,8.59,few clouds,0.0,0.0
516,Vila Franca Do Campo,PT,2019-11-10 05:54:32,37.72,-25.43,59.0,87,20,8.05,few clouds,0.0,0.0
517,Tiznit,MA,2019-11-10 05:54:33,29.7,-9.73,53.49,37,0,2.21,clear sky,0.0,0.0
518,Maningrida,AU,2019-11-10 05:54:33,-12.05,134.23,90.01,46,20,13.85,few clouds,0.0,0.0
519,Carutapera,BR,2019-11-10 05:54:34,-1.2,-46.02,81.03,81,74,13.71,broken clouds,0.0,0.0
520,Port Keats,AU,2019-11-10 05:54:34,-14.25,129.55,91.36,51,31,14.72,scattered clouds,0.0,0.0
521,Gornopravdinsk,RU,2019-11-10 05:50:24,60.06,69.92,12.02,81,73,3.22,broken clouds,0.0,0.0
522,Kayan,MM,2019-11-10 05:54:35,16.91,96.56,87.8,70,75,5.82,broken clouds,0.0,0.0
523,North Bend,US,2019-11-10 05:54:35,43.41,-124.22,53.01,87,90,2.26,overcast clouds,0.0,0.0
524,Cobija,BR,2019-11-10 05:54:36,-11.02,-68.77,74.21,83,94,1.05,light rain,0.5,0.0
525,Ancud,CL,2019-11-10 05:54:36,-41.87,-73.83,48.2,100,74,3.36,broken clouds,0.0,0.0
526,Trincomalee,LK,2019-11-10 05:54:37,8.58,81.23,92.8,46,24,2.8,few clouds,0.0,0.0
527,Araguaina,BR,2019-11-10 05:54:37,-7.19,-48.21,77.11,72,30,2.68,scattered clouds,0.0,0.0
528,Yarada,IN,2019-11-10 05:54:38,17.65,83.27,87.8,52,20,9.17,haze,0.0,0.0
529,Port Pirie,AU,2019-11-10 05:54:38,-33.18,138.01,73.4,33,0,16.11,clear sky,0.0,0.0
530,Mackenzie,CA,2019-11-10 05:54:39,55.34,-123.09,10.4,60,90,5.82,overcast clouds,0.0,0.0
531,Hwange,ZW,2019-11-10 05:54:40,-18.35,26.5,80.26,49,86,10.45,overcast clouds,0.0,0.0
532,Son La,VN,2019-11-10 05:54:41,21.32,103.9,76.59,52,84,3.85,broken clouds,0.0,0.0
533,Ilanskiy,RU,2019-11-10 05:54:42,56.24,96.06,15.1,52,100,10.09,overcast clouds,0.0,0.0
534,Kirakira,SB,2019-11-10 05:54:43,-10.46,161.92,80.22,68,72,6.02,broken clouds,0.0,0.0
535,Nguru,NG,2019-11-10 05:54:43,12.88,10.45,77.54,23,54,5.64,broken clouds,0.0,0.0
536,Las Navas,PH,2019-11-10 05:54:44,12.34,125.03,86.94,63,50,7.7,light rain,0.69,0.0
537,Lexington Park,US,2019-11-10 05:54:44,38.26,-76.45,44.01,100,1,3.36,clear sky,0.0,0.0
538,Japura,ID,2019-11-10 05:50:25,-0.42,102.29,91.63,52,79,2.64,light rain,0.25,0.0
539,Maanshan,CN,2019-11-10 05:54:45,31.7,118.5,81.0,27,0,15.66,clear sky,0.0,0.0
540,Azuaga,ES,2019-11-10 05:54:45,38.26,-5.68,44.01,90,100,10.0,overcast clouds,0.0,0.0
541,Camacha,PT,2019-11-10 05:54:46,33.08,-16.33,64.4,93,40,8.05,scattered clouds,0.0,0.0
542,Arroyo,BO,2019-11-10 05:54:47,-11.08,-66.08,74.1,94,82,2.71,broken clouds,0.0,0.0
543,Barabinsk,RU,2019-11-10 05:54:47,55.35,78.35,16.75,47,33,5.82,scattered clouds,0.0,0.0
544,Dickinson,US,2019-11-10 05:54:47,46.88,-102.79,24.01,85,90,13.87,light snow,0.0,0.0
545,Los Llanos De Aridane,ES,2019-11-10 05:54:48,28.66,-17.92,69.8,64,75,19.46,broken clouds,0.0,0.0
546,Saldanha,PT,2019-11-10 05:49:56,41.42,-6.55,40.68,85,100,11.18,overcast clouds,0.0,0.0
547,Balkanabat,TM,2019-11-10 05:54:49,39.51,54.36,61.79,17,0,16.11,clear sky,0.0,0.0
548,Astoria,US,2019-11-10 05:54:49,46.19,-123.83,52.0,93,90,2.55,light rain,0.25,0.0
549,Coihaique,CL,2019-11-10 05:54:50,-45.58,-72.07,50.0,93,100,3.36,overcast clouds,0.0,0.0
550,Konstantinovka,UA,2019-11-10 05:54:50,46.85,29.85,56.7,89,59,11.81,broken clouds,0.0,0.0
551,Chifeng,CN,2019-11-10 05:54:51,42.27,118.96,49.69,27,100,14.12,overcast clouds,0.0,0.0
552,Constitucion,MX,2019-11-10 05:54:51,23.99,-104.67,59.65,77,91,3.22,light rain,0.13,0.0
553,Hounde,BF,2019-11-10 05:54:52,11.5,-3.52,76.71,46,0,5.14,clear sky,0.0,0.0
554,Dandong,CN,2019-11-10 05:54:52,40.12,124.37,51.03,80,100,18.3,light rain,2.88,0.0
555,Turochak,RU,2019-11-10 05:54:53,52.26,87.12,22.86,76,100,3.69,overcast clouds,0.0,0.0
556,Wagar,US,2019-11-10 05:54:53,31.44,-87.99,45.0,91,0,1.23,clear sky,0.0,0.0
557,Puro,PH,2019-11-10 05:54:54,13.13,123.76,85.53,69,67,7.11,broken clouds,0.0,0.0
558,Jalu,LY,2019-11-10 05:50:40,29.03,21.55,71.28,28,52,10.85,broken clouds,0.0,0.0
559,Latung,ID,2019-11-10 05:54:54,-8.45,120.42,82.2,60,3,7.49,light rain,0.44,0.0
560,Luchegorsk,RU,2019-11-10 05:54:55,46.44,134.3,36.1,46,36,4.32,scattered clouds,0.0,0.0
561,San Antonio,CL,2019-11-10 05:54:55,-33.58,-71.61,56.28,56,0,3.4,clear sky,0.0,0.0
562,Knyaze-Volkonskoye,RU,2019-11-10 05:54:56,48.46,135.46,35.6,40,1,15.66,clear sky,0.0,0.0
563,Sungairaya,ID,2019-11-10 05:54:56,0.7,108.9,89.02,59,13,6.98,few clouds,0.0,0.0
564,Poum,MK,2019-11-10 05:54:57,41.28,20.71,48.2,87,90,3.36,light rain,0.0,0.0
565,Yarmouth,CA,2019-11-10 05:54:57,43.84,-66.12,41.0,55,75,12.75,broken clouds,0.0,0.0
